epoch,step,train_loss
0,99,0.05408176779747009
0,199,0.036651745438575745
0,299,0.029793137684464455
0,399,0.029968848451972008
0,499,0.02570749633014202
0,599,0.024543389678001404
0,699,0.023566655814647675
